,Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
19573,2022,Jeep,Wagoneer,10147 km,SUV,5.7L V8,,4x4,Bright White,Black,,,Gas,,,85888
19574,2022,Jeep,Compass,18 km,SUV,Regular Unleaded I-4 2.4 L/144,Automatic,4x4,Velvet Red Pearl,Black,,4,Gas,10.8L/100km,7.8L/100km,47925
19575,2023,Jeep,Compass,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Billet Silver Metallic,Black,5.0,4,Gas,,,47995
19576,2022,Jeep,Compass,,SUV,2.4L 4 Cyl,9 Speed Automatic,4x4,Diamond Black Crystal Pearl,Dark Grey,5.0,4,Gas,10.8L/100km,7.8L/100km,47995
19577,2023,Jeep,Compass,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Diamond Black Crystal Pearl,Black,5.0,4,Gas,,,48175
19578,2023,Jeep,Compass,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Diamond Black Crystal Pearl,Black,5.0,4,Gas,,,48175
19579,2023,Jeep,Compass,13 km,SUV,2.0L DOHC I-4 DI Turbo,8 Speed Automatic,4x4,Sting-Grey,Black,,,Regular Unleaded,,,48280
19580,2023,Jeep,Wrangler,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Silver Zynith,Black,4.0,2,Gas,10.7L/100km,9.6L - 10.4L/100km,48495
19581,2023,Jeep,Wrangler,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Firecracker Red,Black,4.0,4,Gas,10.7L/100km,9.6L - 10.4L/100km,48495
19582,2022,Jeep,Compass,,SUV,2.4L MultiAir2 Tigershark I-4 engine,9 Speed Automatic,4x4,Diamond Black Crystal Pearl,,5.0,4,Regular Unleaded,10.8L/100km,7.8L/100km,48730
19583,2023,Jeep,Wrangler,0 km,,V-6 cyl,,,Sting-Grey,Black,,,,,,70985
19584,2022,Jeep,Compass,38 km,SUV,2.4L MultiAir I-4 Zero Evap w/ESS,9 Speed Automatic,4WD,Velvet Red Pearl,Black,,,Regular Unleaded,10.8L/100km,7.8L/100km,48775
19585,2023,Jeep,Compass,10 km,SUV,2.0L DOHC I-4 DI Turbo,8 Speed Automatic,4x4,Granite Crystal Metallic,Black,,,Regular Unleaded,,,48930
19586,2022,Jeep,Compass,,SUV,2.4L 4 Cyl,9 Speed Automatic,4x4,Diamond Black Crystal Pearl,Dark Grey,5.0,4,Gas,10.8L/100km,7.8L/100km,48995
19587,2023,Jeep,Compass,19 km,SUV,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,Automatic,4x4,Granite Crystal Metallic,Black,5.0,4,Gas,,,48998
19588,2022,Jeep,Cherokee,100 km,SUV,V6 Cylinder Engine,9 Speed Automatic,4x4,Hydro Blue Pearl,Black,,4,Gas,12.9L/100km,9.7L/100km,49220
19589,2023,Jeep,Compass,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Bright White,Black,5.0,4,Gas,,,49520
19590,2022,Jeep,Wagoneer,0 km,SUV,8 Cylinder Engine,8 Speed Automatic,4x4,Baltic Grey Metallic,,,4,,,,86590
19591,2016,Jeep,Cherokee,72726 km,SUV,Regular Unleaded I-4 2.4 L/144,Automatic,FWD,True Blue Pearl,Black,5.0,4,Gas,10.9L/100km,7.7L/100km,17498
19592,2016,Jeep,Grand,152835 km,SUV,3.6,Automatic,4x4,Brilliant Black Crystal Pearl,Black,5.0,5,Gas,12.8L/100km,9.5L/100km,25888
19593,2020,Jeep,Grand,41070 km,SUV,3.6L 6cyl,8 Speed Automatic,4x4,Billet Silver Metallic,Black,5.0,4,Gas,12.7L/100km,9.6L/100km,37999
19594,2021,Jeep,WRANGLER,31080 km,SUV,3.6L 6cyl,8 Speed Automatic,4x4,Dark Green,Black,5.0,4,Gas,13.8L/100km,10.1L/100km,46399
19595,2021,Jeep,Wrangler,43565 km,SUV,2.0L 4cyl,8 Speed Automatic,4x4,Grey,Black,5.0,4,Gasoline Hybrid,11.6L/100km,11.9L/100km,63888
19596,2006,Jeep,Liberty,206025 km,,,Automatic,AWD,Green,,,5 doors,Gasoline,,,4990
19597,2021,Jeep,Wrangler,30231 km,SUV,2.0L Turbo 4 Cylinder,Automatic,4x4,Billet Silver Metallic,Black,5.0,4,Gas,11.5L - 13.8L/100km,9.9L - 10.1L/100km,58875
19598,2016,Jeep,Cherokee,140183 km,SUV,6 Cylinder Engine,9 Speed Automatic,4x4,Brilliant Black Crystal Pearl,Black,5.0,4,Gas,12.2L/100km,9.0L/100km,22800
19599,2023,Jeep,Compass,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Sting-Grey,Black,5.0,4,Gas,,,49570
19600,2022,Jeep,Wrangler,12 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,4x4,Bright White,Black,,,Regular Unleaded,,,49920
19601,2023,Jeep,Compass,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Diamond Black Crystal Pearl,,5.0,4,Gas,,,49995
19602,2022,Jeep,Compass,,SUV,2.4L 4 Cyl,9 Speed Automatic,4x4,Diamond Black Crystal Pearl,,5.0,4,Gas,10.8L/100km,7.8L/100km,49995
19603,2021,Jeep,Grand,46000 km,SUV,Regular Unleaded V-8 5.7 L/345,Automatic,4x4,Diamond Black Crystal Pearl,Black,5.0,4,Gas,16.7L/100km,10.9L/100km,53499
19604,2022,Jeep,Compass,,SUV,2.4L 4 Cyl,9 Speed Automatic,4x4,Diamond Black Crystal Pearl,Grey,5.0,4,Gas,10.8L/100km,7.8L/100km,49995
19605,2022,Jeep,Cherokee,9 km,SUV,V6 Cylinder Engine,Automatic,AWD,Bright White,,,,Gas,12.2L/100km,8.6L/100km,50240
19606,2022,Jeep,Cherokee,21 km,SUV,3.2L Pentastar VVT V6 w/ESS,9 Speed Automatic,4x4,Granite Crystal Metallic,Black,,,Regular Unleaded,12.2L/100km,8.6L/100km,50685
19607,2023,Jeep,Wrangler,250 km,SUV,3.6L V6 24V MPFI DOHC,Automatic,4x4,Black,Black,4.0,2,Gas,,,50854
19608,2022,Jeep,Cherokee,,SUV,3.2L Pentastar V-6 engine,9 Speed Automatic,4x4,Sting-Grey,Black,,,Regular Unleaded,12.2L/100km,8.6L/100km,50935
19609,2023,Jeep,Compass,17 km,SUV,2.0L DOHC I-4 DI Turbo,8 Speed Automatic,4x4,Redline Pearl,Black,,,Regular Unleaded,,,51075
19610,2022,Jeep,Compass,18 km,SUV,Regular Unleaded I-4 2.4 L/144,Automatic,4x4,Diamond Black Crystal Pearl,Black,,4,Gas,10.8L/100km,7.8L/100km,51075
19611,2022,Jeep,Cherokee,9 km,SUV,V6 Cylinder Engine,Automatic,AWD,Sting-Grey,,,,Gas,12.9L/100km,9.7L/100km,51325
19612,2022,Jeep,Cherokee,9 km,SUV,V6 Cylinder Engine,Automatic,AWD,Sting-Grey,,,,Gas,12.9L/100km,9.7L/100km,51325
19613,2018,Jeep,Grand,76100 km,SUV,3.6L,Automatic,4x4,White,Black,,,Gas,12.7L/100km,9.6L/100km,39988
19614,2022,Jeep,Cherokee,14 km,SUV,3.2L Pentastar VVT V6 w/ESS,,AWD,Sting-Grey,Black,,,Regular Unleaded,12.9L/100km,9.7L/100km,51325
19615,2022,Jeep,Compass,18 km,SUV,Regular Unleaded I-4 2.4 L/144,Automatic,4x4,Diamond Black Crystal Pearl,Black,,4,Gas,10.8L/100km,7.8L/100km,51620
19616,2022,Jeep,Cherokee,9 km,SUV,V6 Cylinder Engine,Automatic,AWD,Granite Crystal Metallic,,,,Gas,12.9L/100km,9.7L/100km,51770
19617,2022,Jeep,Cherokee,18 km,SUV,Regular Unleaded V-6 3.2 L/198,Automatic,4x4,Granite Crystal Metallic,Black,,4,Gas,12.9L/100km,9.7L/100km,51770
19618,2022,Jeep,Cherokee,18 km,SUV,V6 Cylinder Engine,,4x4,Diamond Black Crystal Pearlcoat,Black,,4,Gas,12.9L/100km,9.7L/100km,51820
19619,2022,Jeep,Cherokee,12 km,SUV,3.2L Pentastar VVT V6 w/ESS,,4x4,Diamond Black Crystal Pearlcoat,Black,,,Regular Unleaded,12.9L/100km,9.7L/100km,51820
19620,2022,Jeep,Cherokee,,SUV,3.2L V6,9 Speed Automatic,4x4,Hydro Blue Pearl,Black,5.0,4,Gas,12.9L/100km,9.7L/100km,51995
19621,2022,Jeep,Cherokee,,SUV,3.2L V6,9 Speed Automatic,4x4,Hydro Blue Pearl,Black,5.0,4,Gas,12.9L/100km,9.7L/100km,51995
19622,2022,Jeep,Cherokee,,SUV,3.2L V6,9 Speed Automatic,4x4,Hydro Blue Pearl,Black,5.0,4,Gas,12.9L/100km,9.7L/100km,51995
19623,2018,Jeep,Grand,88164 km,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Diamond Black Crystal Pearl,,5.0,4,Gas,12.7L/100km,9.6L/100km,34600
19624,2022,Jeep,Cherokee,18 km,SUV,Regular Unleaded V-6 3.2 L/198,Automatic,4x4,Granite Crystal Metallic,Black,,4,Gas,12.2L/100km,8.6L/100km,52170
19625,2022,Jeep,Cherokee,18 km,SUV,Regular Unleaded V-6 3.2 L/198,Automatic,4x4,Granite Crystal Metallic,Black,,4,Gas,12.2L/100km,8.6L/100km,52170
19626,2023,Jeep,Compass,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Bright White,,5.0,4,Gas,,,52520
19627,2022,Jeep,Cherokee,5478 km,SUV,V6 Cylinder Engine,Automatic,AWD,Bright White,,,,Gas,12.2L/100km,8.6L/100km,52725
19628,2022,Jeep,Cherokee,2498 km,SUV,V6 Cylinder Engine,Automatic,AWD,Bright White,,,,Gas,12.2L/100km,8.6L/100km,52725
19629,2023,Jeep,Compass,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Billet Silver Metallic,,5.0,4,Gas,,,52995
19630,2022,Jeep,Cherokee,9 km,SUV,V6 Cylinder Engine,Automatic,AWD,Granite Crystal Metallic,,,,Gas,12.9L/100km,9.7L/100km,53455
19631,2022,Jeep,Cherokee,9 km,SUV,V6 Cylinder Engine,Automatic,AWD,Granite Crystal Metallic,,,,Gas,12.9L/100km,9.7L/100km,53455
19632,2023,Jeep,Cherokee,250 km,SUV,2.4L I4 16V MPFI SOHC,Automatic,AWD,Diamond Black Crystal Pearlcoat,Black,,4,Gas,11.2L/100km,8.0L/100km,53512
19633,2021,Jeep,Wrangler,24819 km,SUV,I-4 cyl,,4x4,Red,Black,,,Gas,11.5L/100km,9.9L - 10.1L/100km,46495
19634,2023,Jeep,Wrangler,0 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4x4,Black,Black,,,Regular Unleaded,12.9L - 13.8L/100km,10.1L - 10.2L/100km,56870
19635,2023,Jeep,Wrangler,20 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4WD,Black,Black,,,Regular Unleaded,12.9L - 13.8L/100km,10.1L - 10.2L/100km,56870
19636,2023,Jeep,Wrangler,10 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4WD,Black,Black,,,Regular Unleaded,12.9L - 13.8L/100km,10.1L - 10.2L/100km,56870
19637,2023,Jeep,Wrangler,,SUV,3.6L V6,8 Speed Automatic,4x4,Black,Black,5.0,4,Gas,12.9L - 13.8L/100km,10.1L - 10.2L/100km,56995
19638,2023,Jeep,Wrangler,9 km,SUV,4 Cylinder Engine,Automatic,4WD,Black,,,,Gas,10.7L/100km,9.6L - 10.4L/100km,57060
19639,2023,Jeep,Cherokee,0 km,SUV,4 Cylinder Engine,,AWD,Bright White,Black,,4,Gas,11.8L/100km,9.2L/100km,57180
19640,2023,Jeep,Cherokee,0 km,SUV,4 Cylinder Engine,,AWD,Sting-Grey,Black,,4,Gas,11.8L/100km,9.2L/100km,57180
19641,2023,Jeep,Cherokee,0 km,SUV,4 Cylinder Engine,,AWD,Bright White,Black,,4,Gas,11.8L/100km,9.2L/100km,57180
19642,2023,Jeep,Cherokee,0 km,SUV,4 Cylinder Engine,,AWD,Sting-Grey,Black,,4,Gas,11.8L/100km,9.2L/100km,57180
19643,2021,Jeep,Grand,13952 km,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Velvet Red Pearl,,7.0,4,Gas,13.0L/100km,9.4L/100km,64999
19644,2023,Jeep,Cherokee,0 km,SUV,4 Cylinder Engine,,AWD,Bright White,Black,,4,Gas,11.8L/100km,9.2L/100km,57180
19645,2023,Jeep,Cherokee,18 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Sting-Grey,Black,,4,Gas,11.8L/100km,9.2L/100km,57180
19646,2023,Jeep,Cherokee,18 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Sting-Grey,Black,,4,Gas,11.8L/100km,9.2L/100km,57180
19647,2022,Jeep,WRANGLER,250 km,SUV,3.6L V6 24V MPFI DOHC,Automatic,4x4,Bright White,Black,,4,Regular Unleaded,12.9L - 13.8L/100km,10.1L - 10.2L/100km,57189
19648,2023,Jeep,Wrangler,9 km,SUV,4 Cylinder Engine,Automatic,4WD,Black,,,,Gas,11.5L/100km,9.9L - 10.2L/100km,57415
19649,2023,Jeep,Wrangler,9 km,SUV,4 Cylinder Engine,Automatic,4WD,Bright White,,,,Gas,11.5L/100km,9.9L - 10.2L/100km,57415
19650,2023,Jeep,Wrangler,9 km,SUV,4 Cylinder Engine,Automatic,4WD,Bright White,,,,Gas,11.5L/100km,9.9L - 10.2L/100km,57415
19651,2023,Jeep,Compass,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Redline Pearl,Black,5.0,4,Gas,,,57485
19652,2023,Jeep,Wrangler,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Sarge Green,Black,5.0,2,Gas,10.7L/100km,9.6L - 10.4L/100km,57495
19653,2018,Jeep,Wrangler,74163 km,SUV,. L,,4WD,Billet Metallic,,4.0,2,Gas,14.7L - 15.0L/100km,11.4L - 11.7L/100km,34888
19654,2023,Jeep,Wrangler,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Silver Zynith,Black,5.0,2,Gas,10.7L/100km,9.6L - 10.4L/100km,57495
19655,2023,Jeep,Cherokee,0 km,SUV,4 Cylinder Engine,,AWD,Hydro Blue Pearl,Black,,4,Gas,11.8L/100km,9.2L/100km,57575
19656,2023,Jeep,Cherokee,0 km,SUV,4 Cylinder Engine,,AWD,Granite Crystal Metallic,Black,,4,Gas,11.8L/100km,9.2L/100km,57625
19657,2023,Jeep,Cherokee,0 km,SUV,4 Cylinder Engine,,AWD,Granite Crystal Metallic,Black,,4,Gas,11.8L/100km,9.2L/100km,57625
19658,2023,Jeep,Wrangler,10 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4WD,Black,Black,,,Premium Unleaded,11.5L/100km,9.9L - 10.2L/100km,57665
19659,2023,Jeep,Cherokee,0 km,SUV,4 Cylinder Engine,,AWD,Diamond Black Crystal Pearlcoat,Black,,4,Gas,11.8L/100km,9.2L/100km,57675
19660,2023,Jeep,Cherokee,0 km,SUV,4 Cylinder Engine,,AWD,Diamond Black Crystal Pearlcoat,Black,,4,Gas,11.8L/100km,9.2L/100km,57675
19661,2023,Jeep,Cherokee,0 km,SUV,4 Cylinder Engine,,AWD,Diamond Black Crystal Pearlcoat,Black,,4,Gas,11.8L/100km,9.2L/100km,57675
19662,2023,Jeep,Cherokee,0 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,,AWD,Diamond Black Crystal Pearlcoat,Black,,,Premium Unleaded,11.8L/100km,9.2L/100km,57675
19663,2021,Jeep,Grand,13740 km,SUV,3.6L,Automatic,4x4,Slate Blue Pearl,,5.0,4,Gas,12.7L/100km,9.6L/100km,57995
19664,2023,Jeep,Cherokee,0 km,SUV,4 Cylinder Engine,,AWD,Diamond Black Crystal Pearlcoat,Black,,4,Gas,11.8L/100km,9.2L/100km,57675
19665,2023,Jeep,Wrangler,250 km,SUV,3.6L V6 24V MPFI DOHC,Automatic,4WD,Black,Black,,4,Gas,12.9L - 13.8L/100km,10.1L - 10.2L/100km,57699
19666,2022,Jeep,WRANGLER,19000 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Bright White,Black,,4,Gas,11.5L/100km,9.9L - 10.2L/100km,57939
19667,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Silver Zynith,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.2L/100km,58099
19668,2023,Jeep,Wrangler,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Bright White,Black,5.0,2,Gas,10.7L/100km,9.6L - 10.4L/100km,58495
19669,2023,Jeep,Wrangler,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Bright White,Black,5.0,2,Gas,10.7L/100km,9.6L - 10.4L/100km,58495
19670,2023,Jeep,Wrangler,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Sarge Green,Black,5.0,2,Gas,10.7L/100km,9.6L - 10.4L/100km,58495
19671,2023,Jeep,Wrangler,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Sarge Green,Black,5.0,2,Gas,10.7L/100km,9.6L - 10.4L/100km,58495
19672,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Black,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.2L/100km,58497
19673,2023,Jeep,Grand,90 km,SUV,5.7L 8Cyl,8 Speed Automatic,4x4,Silver Zynith,Black,7.0,4,Gas,16.7L/100km,10.9L/100km,77920
19674,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4x4,Bright White,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,58885
19675,2023,Jeep,Wrangler,0 km,SUV,V6 Cylinder Engine,8 Speed Automatic,4x4,Black,Black,,4,Gas,12.9L/100km,10.2L/100km,59180
19676,2023,Jeep,Gladiator,0 km,SUV,V-6 cyl,8 Speed Automatic,4x4,Black,Black,,4,Regular Unleaded,13.7L - 14.3L/100km,10.4L - 10.7L/100km,59370
19677,2023,Jeep,Wrangler,,SUV,3.6L V-6 engine,,4x4,Sarge Green,Black,,,Regular Unleaded,12.9L - 13.8L/100km,10.1L - 10.2L/100km,59490
19678,2023,Jeep,Wrangler,0 km,SUV,4 Cylinder Engine,8 Speed Automatic,4x4,Black,Black,,4,Gas,11.5L/100km,9.9L/100km,59980
19679,2023,Jeep,Wrangler,0 km,SUV,4 Cylinder Engine,8 Speed Automatic,4x4,Black,Black,,4,Gas,11.5L/100km,9.9L/100km,59980
19680,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4x4,Bright White,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,59980
19681,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Bright White,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.2L/100km,60344
19682,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Black,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.2L/100km,60344
19683,2022,Jeep,Grand,11887 km,SUV,3.6L V6,Automatic,4x4,Diamond Black Crystal Pearl,,,,Gas,12.3L/100km,9.2L/100km,58495
19684,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Bright White,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.2L/100km,60344
19685,2023,Jeep,Wrangler,16 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4x4,Earl,Black,,,Regular Unleaded,12.9L/100km,10.2L/100km,60580
19686,2020,Jeep,WRANGLER,36865 km,SUV,4 Cylinder Engine,7 Speed Automatic,4x4,Black,Black,5.0,4,Gas,12.9L - 13.8L/100km,10.1L - 10.7L/100km,60999
19687,2023,Jeep,Wrangler,9 km,SUV,4 Cylinder Engine,Automatic,4WD,Black,,,,Gas,11.5L/100km,9.9L/100km,61175
19688,2023,Jeep,Wrangler,0 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4x4,Black,Black,,,Regular Unleaded,12.9L/100km,10.2L/100km,61175
19689,2023,Jeep,Wrangler,0 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,4x4,High Velocity,Black,,,Regular Unleaded,,,61375
19690,2023,Jeep,Wrangler,13 km,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,High Velocity,Black,5.0,4,Gas,,,61499
19691,2023,Jeep,Wrangler,24 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4WD,Bright White,Black,,,Premium Unleaded,11.5L/100km,9.9L - 10.2L/100km,61505
19692,2023,Jeep,Wrangler,0 km,,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4x4,Bright White,Black,,,Regular Unleaded,,,61780
19693,2015,Jeep,WRANGLER,178725 km,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Black,Black,5.0,4,Gas,14.8L - 15.0L/100km,11.4L - 11.7L/100km,27900
19694,2023,Jeep,Wrangler,0 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4x4,Bright White,Black,,,Regular Unleaded,12.9L/100km,10.2L/100km,61780
19695,2023,Jeep,Wrangler,19 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Black,Black,5.0,4,Gas,11.5L/100km,9.9L/100km,61785
19696,2023,Jeep,Wrangler,12 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4x4,High Velocity,Black,,,Regular Unleaded,12.9L - 13.8L/100km,10.1L - 10.2L/100km,61810
19697,2023,Jeep,Wrangler,18 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,,Granite Crystal Metallic,Black,,,Regular Unleaded,,,61820
19698,2020,Jeep,WRANGLER,47406 km,SUV,6 Cylinder Engine,Automatic,4x4,Bright White,Black,5.0,4,Gas,12.9L - 13.8L/100km,10.1L - 10.7L/100km,61880
19699,2023,Jeep,Wrangler,18 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Bright White,Black,5.0,4,Gas,11.5L/100km,9.9L/100km,61899
19700,2023,Jeep,Wrangler,0 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4x4,Black,Black,,,Regular Unleaded,12.9L/100km,10.2L/100km,62375
19701,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Silver Zynith,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.2L/100km,62489
19702,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Earl,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.2L/100km,62489
19703,2020,Jeep,Gladiator,73380 km,Truck,V6,Automatic,4x4,Bright White,Black,,,Gas,13.7L - 14.3L/100km,10.4L - 10.7L/100km,46998
19704,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Sarge Green,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.2L/100km,62489
19705,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Earl,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.2L/100km,62492
19706,2023,Jeep,Wrangler,,SUV,2.0L Turbo 4 Cylinder,8 Speed Automatic,4x4,Sting-Grey,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.2L/100km,62495
19707,2023,Jeep,Wrangler,,SUV,3.6L V6,8 Speed Automatic,4x4,Black,Black,5.0,4,Gas,,,62495
19708,2022,Jeep,WRANGLER,4937 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Bright White,Black,,4,Gas,11.5L/100km,9.9L - 10.2L/100km,62539
19709,2023,Jeep,Wrangler,14 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,,Black,Black,,,Regular Unleaded,,,62575
19710,2016,Jeep,Cherokee,115009 km,SUV,V6 Cylinder Engine 3.2L,Automatic,4x4,Deep Cherry Red Crystal Pearl,Black,,4,Gas,12.5L/100km,8.9L/100km,21900
19711,2016,Jeep,Grand,152835 km,SUV,3.6,Automatic,4x4,Brilliant Black Crystal Pearl,Black,5.0,5,Gas,12.8L/100km,9.5L/100km,25888
19712,2018,Jeep,Grand,22873 km,SUV,V6 Cylinder Engine,8 Speed Automatic,4x4,Grey,,5.0,4,Gas,12.7L/100km,9.6L/100km,36888
19713,2020,Jeep,Grand,41070 km,SUV,3.6L 6cyl,8 Speed Automatic,4x4,Billet Silver Metallic,Black,5.0,4,Gas,12.7L/100km,9.6L/100km,37999
19714,2021,Jeep,Grand,29020 km,SUV,3.6L V6,Automatic,4x4,Granite Crystal Metallic,,,,Gas,12.7L/100km,9.6L/100km,50495
19715,2022,Jeep,Grand,61 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,8 Speed Automatic,4WD,Silver Zynith,,,,Premium Unleaded,10.3L/100km,9.7L/100km,81988
19716,2022,Jeep,Grand,74 km,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Baltic Grey Metallic,Black,5.0,4,Gasoline Hybrid,10.3L/100km,9.7L/100km,72998
19717,2021,Jeep,Grand,39277 km,SUV,6 Cylinder Engine,8 Speed Automatic,4x4,Slate Blue Pearl,Black,5.0,4,Gas,12.7L/100km,9.6L/100km,49898
19718,2021,Jeep,Wrangler,48112 km,SUV,3.6,Automatic,4x4,Red,Black,,4,Gas,13.8L/100km,10.1L/100km,50665
19719,2023,Jeep,Wrangler,250 km,SUV,3.6L V6 24V MPFI DOHC,Automatic,4x4,Granite Crystal Metallic,Black,5.0,4,Gas,,,62649
19720,2023,Jeep,Wrangler,18 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4WD,Sarge Green,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,63170
19721,2023,Jeep,Wrangler,13 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4WD,Sarge Green,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,63170
19722,2023,Jeep,Wrangler,16 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4WD,Bright White,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,63170
19723,2020,Jeep,Grand,28509 km,SUV,3.6L V6 24V VVT,8 Speed Automatic,4x4,Walnut Brown Metallic,Black,,4,Gas,12.7L/100km,9.6L/100km,44995
19724,2023,Jeep,Wrangler,15 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4x4,Sarge Green,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,63170
19725,2023,Jeep,Wrangler,24 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4WD,Bright White,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,63170
19726,2023,Jeep,Wrangler,23 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4x4,Bright White,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,63170
