id,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
887,158,1007.2,33.3,30.9,28.6,25.3,79.0,78.0,2.7,110.0,9.2,1
888,159,1006.2,34.8,30.6,27.4,24.9,82.0,80.0,4.9,70.0,28.7,1
889,160,1008.8,30.9,28.6,26.9,26.7,85.0,88.0,0.2,230.0,13.6,1
890,161,1007.8,35.1,31.0,27.1,26.5,86.0,84.0,3.8,220.0,29.8,1
891,162,1008.8,35.1,31.1,28.8,26.1,75.0,46.0,10.4,170.0,15.7,1
892,163,1006.9,33.3,30.3,28.1,25.4,74.0,47.0,5.0,230.0,9.6,0
893,164,1008.1,34.4,30.0,27.1,25.7,79.0,72.0,10.6,190.0,27.3,0
894,165,1007.8,32.3,29.0,26.9,25.4,78.0,38.0,11.0,220.0,20.2,0
895,166,1008.3,31.0,30.6,28.1,25.9,79.0,79.0,3.7,220.0,12.8,1
896,167,1010.3,31.3,28.6,26.4,25.3,93.0,84.0,1.8,220.0,14.8,1
897,168,1006.2,31.7,27.3,26.2,25.9,81.0,79.0,6.2,240.0,24.4,1
898,169,1008.1,33.1,29.6,27.4,25.6,88.0,83.0,5.9,200.0,11.1,1
899,170,1008.5,32.0,28.6,26.3,25.4,79.0,78.0,8.5,230.0,23.3,1
900,171,1006.4,32.0,28.2,26.5,25.9,84.0,82.0,3.1,220.0,14.6,1
901,172,1006.3,32.8,29.4,27.5,26.4,82.0,83.0,2.0,190.0,20.7,0
902,173,1004.5,31.4,28.0,24.7,25.2,74.0,88.0,0.1,90.0,14.8,1
903,174,1008.9,32.8,30.0,28.1,25.0,75.0,85.0,7.8,220.0,22.8,1
904,175,1008.7,31.6,28.2,26.8,26.6,89.0,82.0,2.4,240.0,25.9,1
905,176,1005.4,31.1,28.4,28.8,25.5,84.0,86.0,6.8,220.0,16.7,1
906,177,1008.4,32.4,29.5,27.3,25.8,87.0,84.0,3.7,230.0,18.8,1
907,178,1008.4,33.0,30.1,28.0,25.2,86.0,88.0,7.7,200.0,16.5,1
908,179,1008.4,30.3,28.6,26.9,25.9,88.0,84.0,0.2,230.0,12.8,1
909,180,1008.9,31.0,29.0,28.4,25.2,78.0,78.0,6.9,230.0,26.5,1
910,181,1005.7,31.0,29.1,26.3,26.3,84.0,78.0,5.4,230.0,13.3,1
911,182,1010.5,31.6,29.0,25.3,26.1,79.0,80.0,2.3,130.0,11.3,1
912,183,1008.4,33.7,30.0,27.8,25.0,78.0,38.0,11.4,180.0,13.9,0
913,184,1008.1,32.4,30.1,28.0,25.9,77.0,38.0,11.8,240.0,15.2,0
914,185,1008.5,33.3,30.6,28.1,25.9,81.0,58.0,6.0,220.0,16.5,1
915,186,1007.8,33.3,30.1,28.6,25.9,75.0,44.0,10.6,180.0,10.9,0
916,187,1003.8,31.2,28.7,26.9,24.8,86.0,83.0,3.1,210.0,12.3,1
917,188,1008.5,30.2,28.7,26.2,26.4,84.0,87.0,4.3,220.0,9.1,1
918,189,1006.4,32.3,29.9,28.2,25.2,84.0,72.0,10.7,220.0,17.3,1
919,190,1009.6,30.7,29.0,27.7,25.3,82.0,79.0,0.3,70.0,24.4,1
920,191,1005.9,32.9,29.2,28.2,26.2,75.0,47.0,9.1,240.0,13.8,1
921,192,1008.6,32.3,29.5,26.0,24.6,79.0,78.0,9.1,50.0,12.5,0
922,193,1005.8,32.2,29.4,26.4,25.3,81.0,59.0,7.2,30.0,23.7,0
923,194,1011.5,32.8,30.1,28.0,25.9,77.0,38.0,12.1,230.0,15.3,0
924,195,1006.6,33.1,30.3,28.2,25.8,78.0,69.0,11.2,230.0,8.0,0
925,196,1008.3,33.7,30.3,28.0,24.3,74.0,38.0,10.5,220.0,15.5,1
926,197,1008.5,34.4,30.1,27.8,24.3,74.0,28.0,10.1,220.0,9.2,0
927,198,1008.4,32.1,30.6,28.0,24.3,80.0,65.0,9.9,210.0,17.2,0
928,199,1008.0,33.2,30.6,26.4,26.2,81.0,78.0,5.1,290.0,15.7,1
929,200,1002.2,33.2,30.2,27.4,24.7,72.0,29.0,10.2,20.0,7.9,0
930,201,1008.2,33.2,30.0,28.8,25.3,77.0,53.0,11.0,170.0,4.5,0
931,202,1000.1,31.1,28.7,27.2,24.5,82.0,88.0,2.2,240.0,5.5,1
932,203,1011.5,31.4,28.7,26.9,25.3,82.0,88.0,1.6,200.0,22.0,1
933,204,1007.6,31.7,28.1,26.6,24.5,83.0,78.0,2.3,180.0,23.5,1
934,205,1011.4,31.0,28.1,26.9,26.3,76.0,69.0,8.8,20.0,9.1,1
935,206,1002.2,30.5,27.9,25.2,24.3,82.0,75.0,5.6,180.0,13.9,1
936,207,1009.2,31.0,28.9,26.4,25.4,89.0,86.0,1.3,80.0,11.7,1
937,208,1006.1,33.5,30.6,28.1,25.4,77.0,57.0,10.6,230.0,26.1,1
938,209,1006.7,33.3,30.2,28.0,24.3,77.0,32.0,10.9,290.0,25.0,0
939,210,1000.3,33.5,30.4,28.3,24.1,71.0,48.0,10.0,10.0,15.3,1
940,211,1004.3,35.4,31.4,28.4,24.8,62.0,38.0,11.2,110.0,22.4,0
941,212,1010.3,31.1,28.9,26.7,26.0,86.0,83.0,6.4,150.0,26.4,1
942,213,1006.6,33.3,30.8,28.6,24.7,72.0,29.0,10.6,290.0,20.2,0
943,214,1005.5,29.2,27.5,25.6,24.9,74.0,87.0,0.6,20.0,11.9,0
944,215,999.0,35.1,31.0,28.6,26.4,75.0,57.0,9.4,280.0,11.3,1
945,216,1008.4,31.2,28.1,26.8,25.4,81.0,88.0,0.3,50.0,21.9,1
946,217,1005.6,30.5,27.6,26.9,23.7,73.0,60.0,8.6,220.0,13.8,0
947,218,1008.3,32.8,29.2,26.8,24.0,80.0,85.0,5.3,220.0,13.9,1
948,219,1007.1,32.4,29.2,26.4,26.0,74.0,43.0,7.7,190.0,11.8,0
949,220,1006.4,31.3,28.8,27.3,26.4,87.0,84.0,1.2,220.0,13.9,1
950,221,1007.9,33.8,30.7,28.0,24.8,81.0,82.0,4.6,70.0,17.3,1
951,222,1008.4,31.1,29.0,26.4,24.3,74.0,46.0,5.7,110.0,21.5,1
952,223,1008.4,31.0,28.7,26.5,25.3,81.0,83.0,3.9,240.0,12.6,0
953,224,1008.5,31.1,28.1,26.4,25.5,78.0,80.0,7.9,300.0,18.4,1
954,225,1010.8,28.9,26.3,25.4,23.9,79.0,55.0,10.2,110.0,18.8,0
955,226,1008.1,29.6,26.9,24.8,25.8,78.0,88.0,6.9,60.0,17.3,1
956,227,1010.9,29.6,26.4,24.5,23.6,82.0,58.0,4.8,100.0,17.3,1
957,228,1012.3,28.6,26.8,24.8,23.8,72.0,48.0,10.9,20.0,12.8,0
958,229,1012.2,31.9,28.0,26.7,25.3,81.0,77.0,4.6,40.0,22.5,1
959,230,1011.5,29.5,26.9,25.0,23.8,75.0,43.0,7.7,100.0,22.6,0
960,231,1011.7,32.3,29.9,27.2,23.2,73.0,43.0,9.5,70.0,25.0,0
961,232,1011.4,31.2,28.9,26.4,23.1,70.0,47.0,7.7,10.0,17.2,0
962,233,1012.5,28.7,26.5,24.8,23.2,71.0,45.0,10.2,70.0,25.0,0
963,234,1005.7,28.9,26.0,24.8,23.0,73.0,44.0,9.8,20.0,20.5,0
964,235,1005.0,33.0,30.0,28.1,25.0,77.0,43.0,9.4,220.0,29.0,0
965,236,1008.4,33.3,30.1,27.0,22.5,84.0,48.0,7.9,60.0,17.2,0
966,237,1013.1,30.3,26.7,24.8,22.3,73.0,46.0,10.2,70.0,9.1,0
967,238,1008.9,31.6,29.2,26.9,25.8,82.0,82.0,6.7,200.0,30.0,1
968,239,1010.3,32.9,28.6,26.9,24.6,79.0,51.0,11.0,60.0,11.9,0
969,240,1014.4,30.9,27.2,25.2,25.3,86.0,81.0,1.6,220.0,37.7,1
970,241,1009.5,31.2,29.4,26.8,21.8,75.0,72.0,7.3,80.0,13.1,1
971,242,1014.2,28.5,27.2,24.8,25.5,89.0,86.0,2.4,200.0,13.0,1
972,243,1012.5,31.2,28.1,26.8,23.2,78.0,58.0,5.9,50.0,14.0,1
973,244,1010.5,30.4,28.5,26.4,23.3,78.0,45.0,10.2,190.0,24.8,0
974,245,1008.4,31.3,28.1,26.8,24.8,75.0,78.0,7.7,210.0,30.2,1
975,246,1012.5,31.1,28.8,26.5,24.0,79.0,77.0,6.4,220.0,17.3,1
976,247,1015.0,31.2,28.8,27.8,25.1,87.0,69.0,9.5,220.0,21.3,1
977,248,1008.2,32.3,29.7,27.3,24.2,74.0,83.0,5.4,230.0,39.5,1
978,249,1006.0,32.2,29.4,27.4,24.7,82.0,85.0,3.5,220.0,25.9,1
979,250,1008.5,31.8,28.1,26.9,25.6,86.0,83.0,2.1,220.0,33.2,1
980,251,1012.5,31.2,28.2,25.8,20.6,70.0,44.0,9.3,60.0,33.4,0
981,252,1008.9,32.4,28.8,27.9,25.4,81.0,69.0,5.7,230.0,18.2,1
982,253,1008.0,32.2,29.7,26.6,24.3,80.0,78.0,5.0,10.0,15.9,1
983,254,1009.9,31.0,28.7,27.0,23.2,85.0,78.0,6.3,70.0,8.0,1
984,255,1012.5,30.8,27.8,26.5,23.2,76.0,45.0,7.6,20.0,9.8,1
985,256,1010.2,32.3,29.0,26.6,25.4,82.0,69.0,4.7,220.0,21.3,1
986,257,1007.9,28.1,26.8,24.3,23.1,85.0,85.0,2.5,130.0,30.6,1
987,258,1015.2,30.7,27.9,25.8,24.3,81.0,67.0,5.9,180.0,8.9,1
988,259,1010.4,28.2,26.3,24.6,21.9,74.0,49.0,9.5,20.0,13.4,0
989,260,1007.6,29.9,27.0,26.5,25.6,92.0,88.0,0.5,200.0,8.0,1
990,261,1009.1,28.2,27.5,25.4,25.4,89.0,88.0,0.2,280.0,20.3,1
991,262,1008.1,31.0,28.7,27.0,25.0,81.0,78.0,6.4,230.0,23.5,1
992,263,1005.7,28.2,25.5,23.4,20.6,84.0,89.0,2.0,20.0,23.4,1
993,264,1016.0,31.4,28.1,26.1,23.8,76.0,53.0,9.1,90.0,14.0,0
994,265,1017.1,31.0,26.8,25.4,25.4,87.0,88.0,1.6,40.0,21.3,1
995,266,1017.0,30.3,27.9,26.2,23.8,81.0,66.0,5.9,70.0,8.3,1
996,267,1018.7,29.1,27.9,25.8,23.1,86.0,82.0,6.3,50.0,11.9,1
997,268,1013.0,28.8,25.5,23.7,19.3,90.0,81.0,3.4,80.0,40.8,1
998,269,1018.0,26.2,25.2,24.9,23.6,89.0,84.0,0.6,220.0,12.5,1
999,270,1017.4,26.8,24.5,24.4,22.1,94.0,88.0,1.2,230.0,40.4,1
1000,271,1018.7,29.3,25.4,24.7,24.8,94.0,88.0,0.1,180.0,15.2,0
1001,272,1018.9,26.1,24.8,23.5,19.9,70.0,64.0,6.4,70.0,50.7,0
1002,273,1008.9,27.2,25.5,24.8,22.0,79.0,28.0,10.3,220.0,26.7,0
1003,274,1017.7,26.6,25.5,23.6,19.4,95.0,95.0,0.0,70.0,28.4,1
1004,275,1015.9,28.4,26.2,25.9,24.8,78.0,85.0,6.6,80.0,9.6,1
1005,276,1016.9,24.8,22.9,20.6,22.2,92.0,88.0,0.0,70.0,50.6,1
1006,277,1010.3,25.2,23.7,22.3,21.7,82.0,61.0,6.6,50.0,14.1,0
1007,278,1018.8,26.8,24.0,23.9,22.7,90.0,82.0,2.2,70.0,21.8,1
1008,279,1012.5,27.8,25.8,23.4,20.6,76.0,47.0,7.6,30.0,9.0,0
1009,280,1019.0,25.8,22.6,20.5,20.4,79.0,73.0,0.7,70.0,11.3,0
1010,281,1015.9,28.7,25.7,20.6,19.9,65.0,51.0,9.4,70.0,20.9,1
1011,282,1018.9,26.0,24.8,23.7,22.4,75.0,46.0,5.5,80.0,20.5,0
1012,283,1018.4,27.8,25.3,24.2,23.2,70.0,81.0,2.0,80.0,10.2,1
1013,284,1019.1,25.7,24.7,24.5,22.3,80.0,88.0,0.3,70.0,20.2,1
1014,285,1017.1,27.7,25.5,24.0,21.4,75.0,78.0,7.6,70.0,17.3,1
1015,286,1019.8,28.9,23.7,21.0,19.0,79.0,79.0,3.2,100.0,11.0,1
1016,287,1014.2,29.4,26.2,23.1,21.4,75.0,49.0,6.6,10.0,15.0,0
1017,288,1014.8,28.6,26.6,24.8,21.2,81.0,81.0,1.7,110.0,27.6,1
1018,289,1017.8,27.8,25.8,24.3,22.3,68.0,56.0,9.9,40.0,9.6,1
1019,290,1018.8,28.8,24.5,22.2,19.9,70.0,48.0,7.7,20.0,14.5,0
1020,291,1012.2,28.9,23.8,20.2,21.4,85.0,84.0,0.7,40.0,40.4,1
1021,292,1011.6,25.9,24.7,22.4,22.7,62.0,84.0,7.5,70.0,21.5,1
1022,293,1016.8,25.9,23.7,23.3,21.4,84.0,70.0,9.2,80.0,25.0,0
1023,294,1013.0,26.2,24.8,23.7,21.3,81.0,88.0,1.0,70.0,41.3,1
1024,295,1014.6,28.6,25.5,23.8,21.3,85.0,85.0,2.2,70.0,19.8,1
1025,296,1018.5,26.9,24.4,23.2,21.6,81.0,86.0,1.2,80.0,20.5,1
1026,297,1016.8,28.6,25.4,24.3,23.2,87.0,82.0,1.4,30.0,14.5,1
1027,298,1018.5,26.9,24.2,20.8,20.6,89.0,82.0,3.5,40.0,17.3,1
1028,299,1014.5,25.4,23.1,21.0,19.0,87.0,82.0,2.0,50.0,16.1,0
1029,300,1014.5,28.2,25.2,23.5,21.4,88.0,84.0,1.8,40.0,22.0,1
1030,301,1014.3,26.1,24.4,22.0,16.8,87.0,80.0,4.8,20.0,28.0,1
1031,302,1016.9,27.5,25.6,24.1,23.1,86.0,67.0,5.7,80.0,12.5,1
1032,303,1014.9,27.2,25.5,24.9,22.4,71.0,88.0,1.1,70.0,22.9,1
1033,304,1015.3,26.0,24.9,23.1,23.2,90.0,83.0,3.5,80.0,24.9,1
1034,305,1017.7,27.0,25.6,24.0,23.2,86.0,79.0,1.2,20.0,15.3,1
1035,306,1016.9,27.5,24.5,23.5,22.4,82.0,88.0,4.5,50.0,24.9,1
1036,307,1014.6,25.2,24.8,23.9,21.2,84.0,70.0,2.1,80.0,33.5,1
1037,3,1015.2,25.0,23.9,23.6,19.9,76.0,61.0,8.8,90.0,14.1,0
1038,309,1017.0,27.7,24.0,22.6,19.6,91.0,78.0,3.3,25.0,16.4,1
1039,310,1018.4,26.4,24.4,23.3,23.3,86.0,66.0,9.7,60.0,8.3,1
1040,311,1020.2,20.6,19.5,18.2,16.8,86.0,88.0,0.1,60.0,43.8,1
1041,312,1020.3,21.3,19.3,17.2,14.9,75.0,88.0,1.6,50.0,25.0,1
1042,313,1022.3,21.8,18.4,17.4,15.7,88.0,88.0,3.0,70.0,16.7,1
1043,314,1018.8,22.3,20.8,19.1,18.5,90.0,81.0,0.0,40.0,15.8,1
1044,315,1020.6,21.6,19.1,18.1,17.8,77.0,83.0,0.4,80.0,16.7,1
1045,316,1020.8,21.0,18.4,16.9,14.4,75.0,51.0,8.8,40.0,14.5,0
1046,317,1018.6,21.2,19.3,17.2,16.5,92.0,84.0,0.1,20.0,35.8,1
1047,318,1019.8,21.9,19.8,18.2,14.7,70.0,49.0,7.5,20.0,23.5,0
1048,319,1020.9,20.5,18.8,17.5,15.0,89.0,88.0,0.0,20.0,25.0,1
1049,320,1016.4,18.7,17.5,16.2,13.2,76.0,78.0,1.4,10.0,23.4,1
1050,321,1020.8,18.9,17.3,16.4,13.3,78.0,86.0,2.2,70.0,39.7,0
1051,322,1016.8,19.3,21.6,19.4,15.8,70.0,83.0,0.0,50.0,33.2,1
1052,323,1019.4,19.4,17.5,16.9,16.8,87.0,86.0,0.5,70.0,25.9,1
1053,324,1018.9,25.1,21.8,20.6,19.9,92.0,84.0,1.3,30.0,19.8,1
1054,325,1022.2,22.1,19.2,18.0,16.0,90.0,95.0,0.6,60.0,28.4,1
1055,326,1020.6,20.5,17.5,16.3,12.6,72.0,49.0,7.9,20.0,38.0,0
1056,327,1022.2,20.6,18.7,16.9,14.9,78.0,90.0,0.0,60.0,36.0,1
1057,328,1018.0,23.3,20.8,18.4,17.8,81.0,84.0,1.6,40.0,13.0,1
1058,329,1022.2,18.6,17.3,15.9,12.9,78.0,89.0,0.0,20.0,19.0,1
1059,330,1017.5,18.9,18.4,17.4,16.0,95.0,91.0,0.0,30.0,48.0,1
1060,331,1025.6,18.9,13.5,11.7,0.2,76.0,90.0,1.1,20.0,28.0,1
1061,332,1024.2,17.2,15.0,13.7,17.2,79.0,83.0,1.5,20.0,27.4,1
1062,333,1016.5,17.8,16.8,14.8,15.9,87.0,94.0,0.0,20.0,21.5,1
1063,334,1018.9,17.4,15.5,14.5,11.9,90.0,88.0,0.0,40.0,37.5,1
1064,335,1022.8,16.7,14.6,12.4,11.0,70.0,46.0,8.3,20.0,19.0,0
1065,336,1024.9,17.3,15.2,11.8,10.6,54.0,58.0,8.5,50.0,19.3,0
1066,337,1020.6,18.6,16.1,12.9,12.9,92.0,86.0,0.6,30.0,31.2,1
1067,338,1016.8,19.9,18.1,17.1,18.4,95.0,95.0,0.0,60.0,38.0,1
1068,339,1019.9,18.0,17.5,15.9,15.0,90.0,90.0,0.0,40.0,39.7,1
1069,340,1022.7,17.4,15.2,13.3,9.6,75.0,45.0,8.4,20.0,9.8,0
1070,341,1017.0,20.5,18.5,17.8,15.6,90.0,93.0,0.3,20.0,16.3,1
1071,342,1023.8,16.8,14.8,13.5,8.0,62.0,94.0,0.0,20.0,29.0,1
1072,343,1022.8,15.5,14.6,13.3,12.7,77.0,88.0,0.0,70.0,27.3,1
1073,344,1017.2,21.4,19.4,17.1,18.0,86.0,80.0,6.4,40.0,14.5,1
1074,345,1020.8,18.6,17.3,16.1,13.3,75.0,88.0,0.6,70.0,26.9,1
1075,346,1017.7,24.5,21.8,20.5,19.9,84.0,88.0,0.0,80.0,19.2,1
1076,347,1020.3,22.2,20.6,19.6,16.2,72.0,77.0,1.4,70.0,28.4,1
1077,348,1017.9,20.6,18.8,19.1,17.8,85.0,91.0,0.3,40.0,13.0,1
1078,349,1022.7,16.2,15.2,13.7,14.3,92.0,88.0,0.0,60.0,37.5,1
1079,350,1020.8,22.8,20.7,17.2,11.6,67.0,46.0,7.2,30.0,28.3,0
1080,351,1018.4,23.1,21.4,19.4,19.4,90.0,89.0,1.9,50.0,16.3,1
1081,352,1023.8,21.5,20.4,19.4,17.9,72.0,69.0,2.4,20.0,14.8,1
1082,353,1019.1,21.4,18.5,17.3,16.9,82.0,82.0,2.7,80.0,27.4,1
1083,354,1018.0,20.1,19.1,18.4,16.7,95.0,88.0,0.0,20.0,35.8,1
1084,355,1020.6,24.4,22.2,20.6,19.4,74.0,82.0,6.3,70.0,38.3,1
1085,356,1017.5,20.6,18.3,17.1,15.1,89.0,88.0,0.0,20.0,35.3,1
1086,357,1019.7,23.0,19.9,17.2,16.8,79.0,89.0,2.9,20.0,15.1,1
1087,358,1016.8,20.9,20.0,19.2,16.8,85.0,83.0,0.6,70.0,27.3,1
1088,359,1025.9,17.5,18.0,16.5,13.3,79.0,89.0,0.5,20.0,23.4,1
1089,360,1019.5,17.7,16.0,16.5,16.5,93.0,97.0,0.0,50.0,21.4,1
1090,361,1014.6,21.0,20.8,19.9,19.9,95.0,88.0,0.0,40.0,18.0,1
1091,362,1013.4,21.1,20.0,19.8,19.6,95.0,88.0,0.0,70.0,34.3,1
1092,363,1014.6,20.4,18.1,16.9,17.8,95.0,91.0,0.0,50.0,30.3,1
1093,364,1017.5,23.7,16.3,15.3,13.9,86.0,90.0,1.1,50.0,39.7,1
1094,365,1017.0,22.1,20.8,19.6,18.0,91.0,88.0,0.0,40.0,46.3,1
1095,1,1017.8,16.9,15.9,14.6,15.0,90.0,100.0,0.0,40.0,24.2,1
1096,2,1016.7,18.2,16.3,15.4,14.7,90.0,100.0,0.0,40.0,23.3,1
1097,3,1016.4,16.7,15.6,14.7,11.4,79.0,91.0,0.0,60.0,55.5,1
1098,4,1014.3,15.6,13.8,10.0,7.8,78.0,77.0,3.5,20.0,41.3,0
1099,5,1022.1,15.9,13.1,12.2,10.3,74.0,81.0,2.1,50.0,28.2,1
1100,6,1020.6,17.6,13.2,11.2,6.8,59.0,25.0,2.4,20.0,33.5,0
1101,7,1022.2,14.8,12.5,4.0,10.4,84.0,88.0,0.0,20.0,30.0,1
1102,8,1020.3,17.6,15.7,14.5,13.5,81.0,100.0,0.0,20.0,32.4,1
1103,9,1017.7,17.4,16.6,15.9,15.0,95.0,100.0,0.0,60.0,39.3,1
1104,10,1022.3,15.2,15.8,13.5,11.1,78.0,94.0,0.0,60.0,37.0,1
1105,11,1021.1,15.5,14.1,11.8,8.6,61.0,95.0,0.0,40.0,24.9,1
1106,12,1024.9,20.2,16.7,14.6,11.7,70.0,38.0,9.1,20.0,50.6,0
1107,13,1024.7,14.6,12.9,12.6,11.3,79.0,91.0,0.0,10.0,52.8,1
1108,14,1020.5,18.0,16.6,15.3,13.6,79.0,88.0,0.0,20.0,28.6,1
1109,15,1027.2,20.6,17.7,14.2,11.8,75.0,51.0,7.4,50.0,15.2,0
1110,16,1023.8,18.1,13.7,11.6,4.3,72.0,20.0,10.1,70.0,14.8,0
1111,17,1025.9,10.9,8.6,7.0,1.0,73.0,67.0,2.5,50.0,30.3,0
1112,18,1023.7,15.8,10.1,7.7,4.0,72.0,7.0,9.1,20.0,9.2,0
1113,19,1020.6,17.1,15.2,13.5,11.2,78.0,11.0,9.8,60.0,34.0,0
1114,20,1021.3,19.6,17.6,15.7,12.6,64.0,73.0,5.2,60.0,20.2,0
1115,21,1017.6,17.3,16.1,14.7,13.0,93.0,95.0,0.0,20.0,35.8,1
1116,22,1027.9,21.6,18.5,16.3,13.7,77.0,93.0,0.6,20.0,15.1,0
1117,23,1013.4,16.5,14.8,13.7,12.9,92.0,100.0,0.0,50.0,20.0,1
1118,24,1023.6,24.2,20.8,18.2,9.8,39.0,49.0,10.2,60.0,38.3,0
1119,25,1020.9,24.9,18.1,15.8,17.3,72.0,40.0,10.1,10.0,19.8,0
1120,26,1013.9,24.6,22.3,20.7,19.9,91.0,82.0,0.0,80.0,27.4,1
1121,27,1015.6,21.9,20.4,18.5,18.4,79.0,45.0,7.8,40.0,9.2,0
1122,28,1024.6,16.1,13.0,13.5,11.9,76.0,89.0,0.0,200.0,33.2,0
1123,29,1017.6,24.8,21.3,19.8,20.1,91.0,89.0,0.2,50.0,37.5,1
1124,30,1015.4,24.9,21.5,19.5,19.5,77.0,55.0,7.6,10.0,17.2,0
1125,31,1017.1,21.9,20.0,19.7,17.3,91.0,94.0,0.0,70.0,28.4,1
1126,32,1017.6,23.9,21.1,19.9,19.0,89.0,88.0,0.2,80.0,14.5,1
1127,33,1013.1,22.9,20.7,19.2,19.9,95.0,95.0,0.0,30.0,22.6,1
1128,34,1019.5,21.5,20.9,17.7,16.6,79.0,47.0,6.8,70.0,9.1,1
1129,35,1019.9,25.9,22.9,18.1,16.1,90.0,89.0,2.0,40.0,28.9,1
1130,36,1017.0,22.4,20.2,18.5,13.1,76.0,69.0,7.6,40.0,11.3,0
1131,37,1017.5,23.1,19.9,17.4,16.8,80.0,88.0,0.0,50.0,39.5,1
1132,265,1020.6,18.4,17.1,16.9,15.0,75.0,86.0,0.0,40.0,24.9,1
1133,39,1014.9,23.3,21.6,20.9,20.9,87.0,88.0,0.0,60.0,15.1,1
1134,40,1014.0,23.0,21.1,20.6,19.1,80.0,87.0,0.1,70.0,14.5,1
1135,41,1020.3,17.4,15.1,14.5,9.4,75.0,49.0,10.0,20.0,24.8,0
1136,42,1024.2,24.0,18.3,15.3,6.8,77.0,75.0,5.7,60.0,21.6,0
1137,43,1021.4,20.9,17.2,15.3,13.3,78.0,88.0,0.9,30.0,29.8,1
1138,44,1015.2,18.2,17.3,16.3,14.6,75.0,88.0,2.5,40.0,20.2,1
1139,45,1024.5,18.9,18.4,15.0,13.0,72.0,65.0,5.9,20.0,28.0,0
1140,46,1018.9,20.2,19.9,18.1,18.2,90.0,90.0,1.0,40.0,22.5,1
1141,47,1019.0,20.7,20.0,18.2,18.9,92.0,88.0,0.2,40.0,15.0,1
1142,48,1013.3,17.1,17.2,15.2,14.8,87.0,90.0,0.2,20.0,25.1,1
1143,49,1017.7,20.4,18.1,17.1,14.9,90.0,88.0,0.0,70.0,35.3,1
1144,50,1022.2,15.1,12.4,10.8,9.6,74.0,83.0,1.2,20.0,8.3,1
1145,51,1013.9,18.6,17.1,16.4,13.8,95.0,96.0,1.1,70.0,33.5,1
1146,52,1016.7,17.4,17.6,16.4,16.3,96.0,100.0,0.2,50.0,16.1,1
1147,53,1022.6,16.4,15.3,14.2,13.6,93.0,93.0,0.2,20.0,17.3,1
1148,54,1024.3,15.5,13.7,11.6,9.1,79.0,88.0,0.2,40.0,14.6,1
1149,55,1022.3,17.5,18.2,16.9,14.3,92.0,96.0,0.0,40.0,19.0,1
1150,56,1023.9,14.7,12.9,11.9,11.6,97.0,95.0,0.9,70.0,24.5,1
1151,57,1012.2,20.6,19.0,17.1,18.9,95.0,93.0,0.0,70.0,39.5,1
1152,58,1012.4,20.1,18.6,17.1,15.6,92.0,87.0,0.3,50.0,22.4,1
1153,59,1018.7,21.6,19.7,19.6,17.0,81.0,88.0,0.0,50.0,37.7,1
1154,60,1016.9,22.2,21.8,20.3,19.7,92.0,85.0,0.2,50.0,12.6,1
1155,61,1017.8,16.3,15.3,14.2,12.9,97.0,95.0,0.0,40.0,30.3,1
1156,62,1013.4,19.0,17.6,16.9,16.9,97.0,95.0,0.0,50.0,20.3,1
1157,63,1015.5,19.9,18.1,18.1,17.1,96.0,92.0,0.2,40.0,14.1,1
1158,64,1016.8,18.4,17.3,16.1,16.2,95.0,95.0,0.0,50.0,20.0,1
1159,65,1016.0,21.8,19.4,17.6,16.7,70.0,49.0,11.0,20.0,37.5,0
1160,66,1023.2,16.3,15.7,15.5,9.8,59.0,88.0,0.1,40.0,16.0,1
1161,67,1018.9,22.3,20.8,19.2,16.1,79.0,88.0,0.0,70.0,33.4,1
1162,68,1020.9,22.8,18.6,16.9,13.0,73.0,19.0,2.4,20.0,14.8,0
1163,69,1017.8,20.1,20.1,19.6,19.8,92.0,83.0,0.3,50.0,16.1,1
1164,70,1016.0,21.4,19.3,18.3,18.2,75.0,20.0,9.8,60.0,9.0,0
1165,71,1016.8,20.2,18.1,16.6,16.6,95.0,95.0,0.0,50.0,25.1,1
1166,72,1018.4,18.3,17.8,14.5,16.2,95.0,96.0,0.3,20.0,9.1,1
1167,73,1017.1,26.0,22.6,20.3,21.4,85.0,89.0,0.5,30.0,18.0,1
1168,74,1015.3,23.6,22.5,20.0,21.3,85.0,80.0,0.0,40.0,7.9,1
1169,75,1017.1,21.3,20.8,19.2,17.8,83.0,84.0,0.6,80.0,37.9,0
1170,76,1013.3,25.9,23.1,21.5,21.4,91.0,88.0,1.4,50.0,33.2,1
1171,77,1014.4,26.6,23.3,22.3,21.9,91.0,91.0,2.1,40.0,16.0,1
1172,78,1021.2,26.2,24.8,21.2,12.4,77.0,62.0,10.0,60.0,39.5,1
1173,79,1013.8,24.8,24.3,23.7,23.2,93.0,100.0,0.2,100.0,41.4,1
1174,80,1011.7,26.1,21.0,19.7,16.9,85.0,79.0,5.0,70.0,22.0,1
1175,81,1011.4,16.3,15.3,13.6,11.6,76.0,79.0,2.2,30.0,35.6,0
1176,82,1019.8,28.1,25.4,23.6,22.3,92.0,88.0,0.8,120.0,21.9,1
1177,83,1006.9,21.9,20.1,19.8,19.5,92.0,90.0,0.2,20.0,20.5,1
1178,84,1008.4,21.3,19.3,17.7,17.6,75.0,83.0,9.2,50.0,27.6,1
